"dates","DOY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SNOWMELT","POOLDEP","PCTWET","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP","SNOWDENS"
2020-07-01,183,0,18.2157846510367,17.9588958821473,98.0748989319484,99.6717245681114,0.345808771355936,0.389064373449154,0,0,0,53.647460483338,115.167395795903,14.0772138296052,0,0,0,0,0.2178
2020-07-01 01:00:00,183,60,18.5703635268965,18.357827275671,97.3714464142436,98.6774118146319,0.357615671536787,0.402348143560676,0,0,0,45.6539467709323,198.231207020428,14.4710600067251,0,0,0,0,0.2178
2020-07-01 02:00:00,183,120,18.9265822464865,18.7108473179897,96.4519426507446,97.7615411623351,0.414325507131893,0.466151547296506,0,0,0,41.4655083194366,240.040673373805,14.819580074115,0,0,0,0,0.2178
2020-07-01 03:00:00,183,180,18.7968059200413,18.5409851561651,95.7424174012459,97.2876773179303,0.399424611190284,0.449386767963057,0,0,0,42.233466584833,236.527689983121,14.6518831583577,0,0,0,0,0.2178
2020-07-01 04:00:00,183,240,19.0311740873762,18.782858789208,94.1176267152757,95.5890060457722,0.39647930541657,0.44607304766333,0,0,0,47.7185856653491,225.616669654834,14.8906736098947,0,0,0,0,0.2178
2020-07-01 05:00:00,183,300,18.7062991829397,18.4530987135665,93.2304981531255,94.7207214869336,0.395457448337241,0.444923371260488,0,0,0,56.5612422134671,122.511491546348,14.5651170114515,0,0,0,0,0.2178
2020-07-01 06:00:00,183,360,18.5662429009991,18.3680162791006,95.0434411742488,96.2317946845713,0.387351430037986,0.435803409038589,0,0,0,67.4477347727607,46.3883230400506,14.4811191300396,0,0,0,0,0.2178
2020-07-01 07:00:00,183,420,17.9834084989853,17.7826572911264,98.0379767940611,99.2851693149936,0.398389376204585,0.448222040274098,0,0,0,79.535237806497,8.95358927572971,13.9032217706207,0,0,0,0,0.2178
2020-07-01 08:00:00,183,480,17.4481345069876,17.2494892436912,98.7517721149386,100,0.370026418384709,0.416311292695064,0,0,0,90,0,13.3768500802496,0,0,0,0,0.2178
2020-07-01 09:00:00,183,540,17.3264222079929,17.1501455830774,98.8905975366487,100,0.405852192799593,0.456618345698387,0,0,0,90,0,13.2787727664186,0,0,0,0,0.2178
2020-07-01 10:00:00,183,600,17.1711094493972,17.0074320970154,98.968289053761,100,0.473793074787594,0.533057634900329,0,0,0,90,0,13.1378784687154,0,0,0,0,0.2178
2020-07-01 11:00:00,183,660,17.1750815590046,17.0246782724742,99.0516398039674,100,0.444973434975113,0.500633081113831,0,0,0,90,0,13.1549048047707,0,0,0,0,0.2178
2020-07-01 12:00:00,183,720,16.8907262948195,16.7245858214512,98.9505524346206,100,0.413457528452791,0.465174997223389,0,0,0,90,0,12.8586376757292,0,0,0,0,0.2178
2020-07-01 13:00:00,183,780,16.556996833811,16.3665496226221,98.7947086371324,100,0.340838052027456,0.383471890084596,0,0,0,90,0,12.5051654208543,0,0,0,0,0.2178
2020-07-01 14:00:00,183,840,16.3587930854624,16.1572260776718,98.7227642049535,100,0.318799256731729,0.358676364945991,0,6.85154662449478,91.7559887290902,90,0,12.2985101585148,0,0,0,0,0.2178
2020-07-01 15:00:00,183,900,16.4601957232317,16.2808128621248,98.8635267796434,100,0.304099921590092,0.342138358710419,0,0,91.6139579221012,90,0,12.4098966920405,0,0,0,0,0.2178
2020-07-01 16:00:00,183,960,16.4015538791203,16.2349981740443,98.94393324003,100,0.317495155411443,0.357209139689957,0,0,90.6795942354815,90,0,12.3634604744261,0,0,0,0,0.2178
2020-07-01 17:00:00,183,1020,16.3220965453484,16.1652524037621,99.0046254711066,100,0.330258205594091,0.371568660135728,0,0,89.8170317297963,90,0,12.2957564843807,0,0,0,0,0.2178
2020-07-01 18:00:00,183,1080,16.2471266245263,16.0977342685884,99.0511652821192,100,0.357092539970956,0.40175957591361,0,0,89.1005389462848,90,0,12.23172213853,0,0,0,0,0.2178
2020-07-01 19:00:00,183,1140,15.7569143037245,15.580676800204,98.8772257583849,100,0.352830918183377,0.39696488778537,0,0,88.8355771217471,90,0,11.7059028741185,0,0,0,0,0.2178
2020-07-01 20:00:00,183,1200,15.8414243076957,15.6862202547607,99.0112933286686,100,0.358011396449873,0.402793367852599,0,0,87.8015503777467,90,0,11.8178591105811,0,0,0,0,0.2178
2020-07-01 21:00:00,183,1260,15.7414454488996,15.5802947996457,98.9727822576685,100,0.310304218158799,0.34911872172357,0,0,87.3190348692832,88.4508006310758,2.92970144187061,11.6963959887683,0,0,0,0,0.2178
2020-07-01 22:00:00,183,1320,17.7564330732,17.7424775146263,94.1854655972282,94.2683564830846,0.336840429834601,0.378974224025834,0,0,91.1762631600743,75.8229359436206,90.6160948592261,13.8356190273309,0,0,0,0,0.2178
2020-07-01 23:00:00,183,1380,17.273375359415,17.1507094325733,96.7291551193699,97.4831563074848,0.363443932930551,0.408905434917316,0,0,90.2398583475201,64.0317466821711,271.601762091577,13.0138514330675,0,0,0,0,0.2178
2020-07-02,184,0,17.4634367512448,17.3333615151513,94.640371587494,95.4216936184316,0.406719746695756,0.457594417854453,0,0,90.7091457379762,53.6843121316799,491.085220940374,13.1725420500462,0,0,0,0,0.2178
2020-07-02 01:00:00,184,60,18.653949952252,18.540011867194,92.034618131382,92.6936293731068,0.410652181523106,0.462018742564996,0,0,91.0743014930426,45.6829554325544,459.642544990864,14.4507814374232,0,0,0,0,0.2178
2020-07-02 02:00:00,184,120,19.1707143954819,19.065986159605,84.7839979313073,85.339597946771,0.440366563473284,0.495449957599087,0,0,91.5102331018333,41.4815094780792,522.122137975194,15.027020656543,0,0,0,0,0.2178
2020-07-02 03:00:00,184,180,19.7140052508662,19.6278037715962,81.44578141514,81.8829538384687,0.454514295186309,0.511367362912641,0,0,91.5614913634665,42.2333471625539,588.440970963718,15.5676152142735,0,0,0,0,0.2178
2020-07-02 04:00:00,184,240,19.7952717495382,19.7155224555099,76.6039991058353,76.9840799372738,0.408291944528689,0.459363274562193,0,0,91.6269188353354,47.7043183650098,462.969521028334,15.730377222459,0,0,0,0,0.2178
2020-07-02 05:00:00,184,300,19.1505579432001,19.0597625496838,80.2045434899421,80.6600588288785,0.412124539921415,0.463675271390117,0,0,91.4774766326647,56.5371379686877,333.534877674712,15.0822806523584,0,0,0,0,0.2178
2020-07-02 06:00:00,184,360,18.8387401115908,18.7694365568274,80.8215530682527,81.1725053438835,0.387113904093354,0.435536172084293,0,0,91.4000306310767,67.4173042466399,207.93681131879,14.803214298697,0,0,0,0,0.2178
2020-07-02 07:00:00,184,420,17.6258092298071,17.5085861700141,87.3434380417568,87.9921505981206,0.317578474000624,0.357302880211834,0,0,90.9563370002164,79.5006847335227,43.0737825916344,13.6101088675838,0,0,0,0,0.2178
2020-07-02 08:00:00,184,480,16.5510500762823,16.3665191253497,93.4118208696688,94.515856377523,0.259143952204038,0.291559057342781,0,0,89.7639442945963,90,0,12.4905693715464,0,0,0,0,0.2178
2020-07-02 09:00:00,184,540,16.3746621686975,16.2232754409573,94.9895626267136,95.9107796499041,0.22712746255487,0.255537774723048,0,0,88.8859897234771,90,0,12.2928129641055,0,0,0,0,0.2178
2020-07-02 10:00:00,184,600,15.6272597393377,15.4286418641854,98.7341618570997,100,0.296734605272462,0.33385174941726,0,0,78.7329027760101,90,0,11.4232515485324,0,0,0,0,0.2178
2020-07-02 11:00:00,184,660,15.521033527938,15.3266528343216,98.7599927369851,100,0.260036171680633,0.292562880381391,0,0,77.9145833359258,90,0,11.1037269520253,0,0,0,0,0.2178
2020-07-02 12:00:00,184,720,15.567262087557,15.37974017826,98.8039470761461,100,0.218534089258143,0.245869496546077,0,0,76.8883917536416,90,0,11.1035152362173,0,0,0,0,0.2178
